reviewcontent,reviewtype,topcritic,rottentomatoeslink,movietitle,movieinfo,genres,productioncompany
,Rotten,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
extremely well-filmed and acted,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
,Rotten,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
Gorgeously photographed teen drama with a strong cast,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"It's as if someone had handed Verdi a copy of ''The Hardy Boys Attend a Rumble'' and, holding a gun to the poor man's head, forced him to use it as a libretto.",Rotten,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"There's not much life in this movie, or spontaneity. It's a stylistic exercise.",Rotten,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"The Outsiders was relatively cheap, and also brought Coppola back to a kind of human drama that his post-Godfather work had been lacking, the result enrapturing a good number of teens and pre-teens in the 1980s.",Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
A deeply strange film that gives '60s hoodlums the personalities of Care Bears and places them under constant attack from preppies in pastel sweaters.,Rotten,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"[Coppola's] revisions to the film, which include a new, improved soundtrack, invest it with grandeur worthy of both its characters and his own ambitions.",Fresh,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"While his film lacks the emotional conviction and psychological insight of Nicholas Ray's classic work, his grandiose vision pays off in some stunning camerawork.",Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"Francis Coppola's revision of his 1983 film of S.E. Hinton's best seller The Outsiders is funny, touching and revelatory.",Fresh,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"The new cut of ""The Outsiders"" aptly entitled ""The Complete Novel"" expands what existed before to such a degree that the framework of the novel is restored...",Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
,Rotten,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
Lightly likeable.,Fresh,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"Flawed though it might be, it's still an exciting piece of film made by an innovative director who was firing on all cylinders.",Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
A devouring CinemaScope fever dream: an homage to Robert Wise and Nicholas Ray that took its chief inspiration from the timeless backlit twilights of Gone with the Wind.,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"As a movie, it's mediocre. As a clue to Coppola's thinking, it shows he still has things to learn about the relation between technology and expression.",Rotten,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"Because it falls in with the undulating rhythm of the life of its heroes, for whom a fatal fight and a quiet night have almost equal importance, the picture never manages to reach the peaks of satisfying Hollywood melodrama.",Rotten,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
Well acted and crafted but highly conventional.,Rotten,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"The film is unremitting in its morbid sentimentality, running its teenage characters through a masochistic gamut of beatings, killings, burnings, and suicides.",Rotten,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
Coppola's take on S.E. Hinton's classic. Teens+.,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"Francis Ford Coppola's cheesy, overblown adaptation of S.E. Hinton's wonderful novel captures none of the book's gritty magic.",Rotten,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"Ultimately, ""The Outsiders"" feels like two movies awkwardly thrown together - one a tough-acting antiseptic to the sanitized-suburbia Spielberg fantasies that ruled the era's box office, the other a besotted valentine to widescreen epics of old.",Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
A satisfying example of the artist-as-talented-hack.,Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"One of the most overtly aesthetic, art-for-art's-sake films in Hollywood's history, a faux-naf Pre-Raphaelite mural in which angels with dirty faces but immaculately pure hearts burn with a hard, gemlike flame before being snuffed out in their prime.",Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"In The Outsiders, the director's class is consistently present, but it may be a case of the wrong man for the job, since overall film plays unevenly, with a cliche and detached ambiance that robs the plotline of what passion it might've whipped up.",Rotten,True,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"Watching it again recently I found all of Coppola's cornball flourishes to be rather endearing, even generous.",Fresh,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
"Because of his sentimentality, Coppola misses the opportunity to reflect more vigorously on the life of these teenagers. [Full Review in Spanish]",Rotten,False,m/outsiders,The Outsiders,"A teen gang in rural Oklahoma, the Greasers are perpetually at odds with the Socials, a rival group. When Greasers Ponyboy (C. Thomas Howell) and Johnny (Ralph Macchio) get into a brawl that ends in the death of a Social member, the boys are forced to go into hiding. Soon Ponyboy and Johnny, along with the intense Dallas (Matt Dillon) and their other Greaser buddies, must contend with the consequences of their violent lives. While some Greasers try to achieve redemption, others meet tragic ends.",Drama,Warner Bros. Pictures
The effort of building a new team and the results will warm the hearts of football fans everywhere.,Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Right up front, this terrific movie about courage establishes itself.",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Takes in all the usual football movie clichés, and then adds to them a lot of vague emotional flailing.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
We Are Marshall has little of the bone-crunching sincerity of the recent pigskin rouser Invincible. This one is more like Unconvincing.,Rotten,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
What should have been an inspirational story about fortitude and courage in the face of mind-numbing tragedy becomes a compendium of sports cliches.,Rotten,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"""Grief is messy,"" says McShane's anguished dad. We Are Marshall's disingenuously tidy portrait of it, alas, is not.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
Heart's in the right place but cliches abound.,Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
Doesn't score any touchdowns in the emotion department.,Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Full of good intentions, We Are Marshall has a game plan that's hard to fault, but as with any playbook, a scheme is only as good as how well it's executed.",Rotten,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
We Are Marshall rates as one of the best sports movies ever made. This is a masterful triumph from the director McG that will make your heart soar in joy at the end.,Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
We Are Marshall is precisely what one expects from a true sports story: it's uplifting and inspiring.,Fresh,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Even by the low standards of the young-jocks-as-good-clean-soldiers movie, there's little at stake here, unless you count the kids' hunger to win one for the Gipper.",Rotten,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"In a decidedly schmaltzy film, McConaughey's performance of a gutsy idiot is arguably off-the-scale bad, but, as he chews up the scenery, his off-putting work begins to become somewhat charming.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Much like the 1971 Marshall team, this picture is long on heart and short on talent.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
A rich and entertaining experience that does a good job avoiding the cliches that often hinder similar football-tinged dramas.,Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"An intuitive, raw nerve type of actor, McConaughey lets it fly as Lengyel, and his enthusiasm is something to behold.",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"The movie certainly has its heart in the right place, but that alone just isn't enough.",Rotten,True,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
The results feel like a high-minded TV film (there are even places in its structure for the eventual insertion of commercials).,Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"An authentic and specific story of grit and grace in the face of tragedy has been Hollywoodized--or more properly, bastardized. A shame, indeed.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"[O]f course real people's real pain can be turned, yet again, into trite, glossy cinematic junk food. How could we possibly doubt this?",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"I've never been able to accept Matthew McConaughey in a romantic role, but he's very impressive as the dedicated coach in 'We Are Marshall.'",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
'We Are Marshall' has a processed and packaged look and feel. The Marshall folks deserve better.,Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
We Are Marshall is the most insidious kind of bad movie - the very well made kind.,Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Directed with surprising restraint and compassion by McG, earning our tears rather than jerking them.",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Even lesser hacks than McG would have trouble making Jamie Linden's screenplay float, but I never thought it was possible to blow every big inspirational moment. Maybe because they are all the same.",Rotten,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
"Matthew Fox, who is supposed to be playing second fiddle to Matthew McConaughey, actually upstages the bigger star by doing everything right that the Texan does wrong (sounding and acting like Yosemite Sam doesn't always work)",Fresh,False,m/we_are_marshall,We Are Marshall,"In 1970, Marshall University and the small town of Huntington, W.Va., reel when a plane crash claims the lives of 75 of the school's football players, staff members and boosters. New coach Jack Lengyel (Matthew McConaughey) arrives on the scene in March 1971, determined to rebuild Marshall's Thundering Herd and heal a grieving community in the process.",Drama,Warner Bros. Pictures
